"name","wkt"
"サザコーヒーエキュート新橋 ＳＬ店","POINT (139.7579676 35.6672816)"
"Starbucks","POINT (139.07818 36.37904)"
"スターバックス","POINT (139.698532 35.805442)"
"こさかや","POINT (134.586805 35.089353)"
"雫ノ香珈琲（なのかこーひー）","POINT (139.5503978 35.5686864)"
"レックコーヒー 県庁東店","POINT (130.420302 33.608304)"
"たんま","POINT (140.116806 35.755592)"
"スターバックス","POINT (139.465243 35.469347)"
"ドトールコーヒーショップ なんさん通り店","POINT (135.505081 34.66325)"
"オレゴン","POINT (132.467745 34.391931)"
"待屋","POINT (137.18914 35.358677)"
"Sensing Touch of Earth","POINT (139.7889608 35.7151107)"
"伽藍堂","POINT (137.8365795 34.7417888)"
"ちばらき珈琲","POINT (140.0126329 35.9356081)"
"珈琲 まつ","POINT (139.879913 35.652559)"
"蛭子町珈琲","POINT (130.7852467 33.3313626)"
"彦兵衛茶屋","POINT (135.184601 35.557675)"
"ノマド市","POINT (139.0483171 36.4158692)"
"スターバックス","POINT (135.865306 35.029494)"
"Starbucks","POINT (135.72703 34.99754)"
"ちひろ珈琲手づくり豆屋","POINT (139.6421889 35.9502558)"
"コーヒーショップ伊吹","POINT (135.502774 34.645325)"
"星乃珈琲店 トレッサ横浜店","POINT (139.645523 35.524594)"
"ワッフルカフェ サイン","POINT (140.01473 39.863426)"
"andcoffee","POINT (141.320492 43.054831)"
"Tully's Coffee Kyoto Avanti","POINT (135.760268 34.983749)"
"Papas Cafe","POINT (139.713463 35.652204)"
"宇宙樹カフェ","POINT (133.8232914 34.6745994)"
"Café 2kasa / カフェ司","POINT (138.5623997 35.6590581)"
"コメダ珈琲店亀岡千代川店","POINT (135.546466 35.04229)"
"アンズ舎","POINT (135.512296 34.695347)"
"スターバックス","POINT (138.409394 34.98481)"
"510cafe","POINT (134.8703738 34.7326785)"
"プランタン","POINT (135.511812 34.704812)"
"Pot","POINT (134.9629059 34.9833565)"
"コメダ珈琲店 JR高槻駅北店","POINT (135.61623 34.852638)"
"シャルマン 本店","POINT (139.69499 35.660002)"
"珈琲館クイーン","POINT (139.675986 35.508965)"
"しゃべりたい","POINT (144.074141 44.122684)"
"oj珈琲・タニタカフェ","POINT (141.410541 43.02761)"
"ペンギン コーヒー ロースタリー","POINT (140.926258 38.241282)"
"スターバックス","POINT (136.187389 36.045571)"
"ドトールコーヒーショップ 長岡東口店","POINT (138.854955 37.447393)"
"サイモン","POINT (136.695563 35.33034)"
"スターバックス","POINT (139.481755 35.914567)"
"ドトールコーヒーショップ 千葉駅東口店","POINT (140.115569 35.613019)"
"BAREFOOT COFFEE","POINT (139.5740628 35.2894415)"
"ぷらんたん","POINT (136.934872 35.77007)"
"種（たね）　豆乳焼きドーナツとコーヒーのお店","POINT (130.3615701 31.6427959)"
"麻布茶房アトレ大森店","POINT (139.728585 35.58865)"
"Cocteau","POINT (140.887446 38.258677)"
"珈琲屋","POINT (137.379343 34.705536)"
"フレイムハウス","POINT (135.5075658 34.6876551)"
"BECK'S COFFEE SHOP 大崎店","POINT (139.728779 35.619091)"
"オクシモロン","POINT (139.626428 35.613161)"
"猫舌食堂","POINT (139.9015099 35.6884145)"
"由比ヶ浜珈琲","POINT (137.9765244 36.2631958)"
"どるず珈琲店","POINT (140.1253716 39.7148133)"
"高倉町珈琲戸田店","POINT (139.6839523 35.8166996)"
"スターバックス","POINT (139.516047 35.542079)"
"Get Better Coffee&Sandwich","POINT (139.6827346 35.6836837)"
"コメダ珈琲店北九州守恒店","POINT (130.868922 33.832402)"
"あそびとビル","POINT (137.0136986 36.7445677)"
"Ants Meals&CoffeeBar","POINT (139.448712 35.336223)"
"スターバックス","POINT (132.461576 34.444354)"
"Holiday Village（ホリデー ビレッジ）","POINT (139.4113246 35.3454388)"
"NAGOYA BOX CAFE&SPACE","POINT (136.907528 35.167448)"
"むさしの森珈琲松戸新田店","POINT (139.922988 35.792252)"
"スターバックス","POINT (137.917563 36.301262)"
"コクウ珈琲","POINT (137.0174799 35.4384719)"
"カフェテラス小島屋","POINT (139.720447 35.700154)"
"ドトールコーヒーショップ 南柏店","POINT (139.954057 35.844826)"
"金澤屋珈琲店本店","POINT (136.6584257 36.5686295)"
"NO COFFEE","POINT (130.400177 33.5765953)"
"支留比亜珈琲店岩塚店","POINT (136.853403 35.158003)"
"コメダ珈琲店春日井如意申店","POINT (136.949928 35.245725)"
"スターバックス","POINT (137.222215 35.034152)"
"自家焙煎珈琲　tao","POINT (130.3031285 33.2534916)"
"Corrot.","POINT (140.6517792 38.0603916)"
"コーヒーイノベート","POINT (130.5504114 31.5712167)"
"ピッチャーゴロ","POINT (140.441511 36.399408)"
"サザコーヒー 水戸駅店","POINT (140.476261 36.370063)"
"riddle. Coffee&Bar","POINT (139.728069 35.729948)"
"ふくろ茶や","POINT (138.158085 34.757686)"
"櫻町珈琲店","POINT (135.849349 34.512015)"
"レッドビーンズコーヒー","POINT (130.440595 33.525707)"
"コメダ珈琲店伊賀上野店","POINT (136.132479 34.77359)"
"元町珈琲店","POINT (140.712968 41.764542)"
"小豆原さひめ茶屋","POINT (135.703125 32.5468132)"
"GENE COFFEE","POINT (142.3524004 43.7743156)"
"シアトルズ ベスト コーヒー 天神昭和通り店","POINT (130.397163 33.592288)"
"自家焙煎珈琲　suka","POINT (140.8827515 38.2237282)"
"喫茶ハミングバード","POINT (137.4520894 35.4633133)"
"カフェテラス","POINT (138.641744 36.357549)"
"ビスコットカフェコスタリカ","POINT (137.7581545 34.7187236)"
"Komeda's Coffee","POINT (135.748579 35.4921332)"
"Tully's Coffee","POINT (139.991617 35.950133)"
"スターバックス","POINT (139.640511 35.445546)"
"スターバックス","POINT (139.370533 36.058591)"
"邪宗門","POINT (137.0110553 36.7463566)"
"上島珈琲店日光東照宮店","POINT (139.598824 36.758054)"
"ドリーム・ケイ","POINT (136.826211 35.250833)"
"しろくま珈琲","POINT (137.3646698 34.6940849)"
"about a coffee","POINT (135.6562919 34.8145317)"
"Cafe maison","POINT (135.5112508 34.6889189)"
"OB 谷塚店","POINT (139.804621 35.810275)"
"SHIROUZU COFFEE 警固店","POINT (130.3905334 33.5841331)"
"いかりや珈琲店","POINT (134.5531825 34.0707583)"
"CAFE FRAIS","POINT (138.0166161 34.7619622)"
"リベラ","POINT (129.727136 33.163711)"
"庵道珈琲西新店","POINT (130.357906 33.582509)"
"喫茶スケッチブック","POINT (139.455714 35.574551)"
"Taoca Coffee -Jurinji","POINT (135.3137383 34.7778031)"
"水半茶寮","POINT (137.414612 35.464466)"
"東門","POINT (141.632922 40.433283)"
"Comfort Stand","POINT (139.7574475 35.6614739)"
"405 COFFEE ROASTERS「ヨンマルゴ コーヒーロースターズ」","POINT (139.6162105 35.4523852)"
"スターバックス","POINT (140.735111 41.803645)"
"コメダ珈琲店千葉東寺山店","POINT (140.127671 35.625679)"
"麦わらぼーし","POINT (142.4477947 43.6477383)"
"ラマンダ","POINT (139.6703956 35.60725)"
"ランデフコーヒー","POINT (139.7700419 35.7340572)"
"coffee 5","POINT (131.889506 32.944393)"
"チュラム","POINT (131.478287 34.171985)"
"ドトールコーヒーショップ飯田橋東口店","POINT (139.74417 35.702805)"
"南蛮珈琲館 ホルトホール店","POINT (131.605924 33.230627)"
"コメダ珈琲店","POINT (139.632815 35.479753)"
"栂の木","POINT (137.094132 36.708283)"
"豆や焙煎堂","POINT (133.280604 33.961158)"
"The Coffee Hangar","POINT (139.7086023 35.6578031)"
"コメダ珈琲店瀬田川唐橋店","POINT (135.90891 34.977808)"
"琥珀館","POINT (130.410996 33.592604)"
"珈琲の青山道頓堀店","POINT (135.5011612 34.6688811)"
"花瑠璃の風","POINT (141.082124 38.303786)"
"タリーズコーヒートレアージュ白旗店","POINT (139.479108 35.34944)"
"珈琲苑","POINT (139.674133 35.513897)"
"コーヒーローストみなと","POINT (133.9517372 34.4946934)"
"コメダ珈琲店宮崎柳丸店","POINT (131.435638 31.926235)"
"珈巣多夢","POINT (140.859751 38.274873)"
"coya-p","POINT (136.3645641 36.2610629)"
"Doubletall coffee（ダブル トール コーヒー）","POINT (139.7059055 35.6566526)"
"豆工房小林珈琲店","POINT (141.5314677 43.0960197)"
"コーヒーショップ カスタム","POINT (139.764289 35.692366)"
"珈琲家櫂","POINT (137.086282 34.838951)"
"ドトールコーヒーショップ JR尼崎駅前店","POINT (135.431188 34.732465)"
"檪山珈琲店","POINT (139.880022 37.654431)"
"megane coffee & spirits","POINT (130.4004072 33.5932881)"
"ドトールコーヒーショップ駒込南口店","POINT (139.747099 35.734986)"
"ドトールコーヒーショップ 衣笠店","POINT (139.66306 35.256763)"
"ShamrockCafe","POINT (140.1803714 36.0885914)"
"神流町こいこいあいランド会館","POINT (138.915797 36.11496)"
"Tully's Coffee, Atre Meguro","POINT (139.715813 35.633346)"
"スイートメロディー","POINT (135.3328648 34.7422965)"
"Muraのこもれびカフェ（廿日市の田舎で自家焙煎コーヒー）","POINT (132.2726092 34.4023347)"
"かふぇれすと デミ","POINT (138.48206 34.997828)"
"Tetugakuya","POINT (133.7484467 34.2714131)"
"ドトールコーヒーショップ 京都四条通り北店","POINT (135.7638 35.003923)"
"コロラド 菊名店","POINT (139.630375 35.509898)"
"ドトールコーヒーショップ 玉川学園店","POINT (139.463506 35.563315)"
"スターバックス","POINT (140.334005 37.397475)"
"Angela PLACE CAF'E","POINT (139.5507509 36.0146467)"
"niwatori","POINT (139.6991921 35.6575374)"
"スターバックス","POINT (135.496514 34.691776)"
"成田スガコーヒー","POINT (140.2959472 35.7711639)"
"直火焙煎　まるこ珈琲店","POINT (140.0112382 37.5644154)"
"Gallery Cafe かえる","POINT (137.0911219 35.0198576)"
"フロッカス","POINT (135.5611267 35.4501686)"
"タリーズコーヒー 巣鴨地蔵通り店","POINT (139.735371 35.735261)"
"Acid Coffee Tokyo","POINT (139.699206 35.664184)"
"やんばる焙煎工房","POINT (127.8683155 26.6474487)"
"すなば珈琲鳥取市役所店","POINT (134.222238 35.494376)"
"喫茶店アップ","POINT (139.632435 35.478854)"
"珈琲館湖北店","POINT (133.028917 35.470149)"
"星乃珈琲店 アミュプラザ鹿児島店","POINT (130.542754 31.584333)"
"ウエストウッド","POINT (135.7749424 34.8227502)"
"葉港町珈琲 サセボノオト","POINT (129.7210858 33.1692167)"
"星乃珈琲糸島店","POINT (130.21579 33.562914)"
"ハート コーヒー","POINT (135.620086 34.850415)"
"新幸堂","POINT (139.199701 36.319262)"
"SpaceKABA","POINT (139.706439 35.56415)"
"オカダ珈琲店","POINT (136.89436 35.169147)"
"コメダ珈琲店 イオンタウン木更津請西店","POINT (139.943695 35.359502)"
"coffee RED","POINT (135.500811 34.66882)"
"Starbucks","POINT (135.43831 34.66816)"
"スターバックス","POINT (139.881661 35.732997)"
"スターバックス","POINT (135.532051 34.697054)"
"Caphephin","POINT (139.0645305 37.9092303)"
"喫茶えいが館","POINT (144.3848806 42.9886673)"
"上島珈琲店","POINT (139.553441 35.568466)"
"スターバックス","POINT (136.657192 35.00686)"
"おうちでコーヒー るるる","POINT (135.7817659 35.0432662)"
"cafe de CADOT","POINT (139.710973 35.752053)"
"こんぱる本店","POINT (130.515967 33.392327)"
"CoffeeShop Miyako","POINT (137.2532507 35.3673776)"
"CREEZAN 城崎本店","POINT (134.811879 35.626604)"
"こひよ","POINT (133.833822 34.603042)"
"オレンジ","POINT (134.991673 35.009783)"
"STOCK","POINT (129.8515534 33.2239181)"
"喫茶 みすたー","POINT (135.783532 34.88948)"
"ドトールコーヒーショップ 聖蹟桜ヶ丘店","POINT (139.447391 35.652455)"
"コメダ珈琲店尾張瀬戸店","POINT (137.092102 35.222815)"
"掛川一風堂","POINT (137.995779 34.790478)"
"傳七茶屋","POINT (139.1270732 37.5395287)"
"小林家","POINT (141.7705824 43.0613509)"
"George's Country bar","POINT (139.664728 35.281927)"
"A cat has 9 lives","POINT (132.724688 33.826664)"
"付知ばあちゃんち","POINT (137.4147609 35.6834742)"
"ル・タン　東急プラザ蒲田店","POINT (139.7155159 35.5619966)"
"小さな喫茶店 むに","POINT (131.504032 33.281727)"
"ドトールコーヒーショップ新川1丁目店","POINT (139.780528 35.677491)"
"ビール コーヒー ウチヤマ","POINT (136.945619 35.153843)"
"Komeda is □","POINT (139.769418 35.667978)"
"カフェ・ド・クリエ飯田橋ラムラ店","POINT (139.744481 35.701707)"
"Starbucks","POINT (135.49593 34.66673)"
"富士山吉田口馬返し 大文司屋","POINT (138.7587 35.41296)"
"淡島珈琲","POINT (139.6209097 35.646329)"
"倉式珈琲店 イトーヨーカドー赤羽店","POINT (139.719377 35.777117)"
"Starbucks","POINT (137.21362 36.70937)"
"Choose Your  Coffee","POINT (139.0750803 36.3938481)"
"チェリーブロッサム","POINT (139.438555 35.529209)"
"富士山麓の自家焙煎珈琲屋　赤富士","POINT (138.6102104 35.2352266)"
"星乃珈琲店成田店","POINT (140.316916 35.794732)"
"ラ・パンセ","POINT (136.546432 36.4555355)"
"マルハチ珈琲焙煎舎","POINT (130.8406554 33.896478)"
"陶仙房須栗平","POINT (138.250781 36.019288)"
"焙煎香房シマノ","POINT (135.5473124 34.4932731)"
"オレンジジュース一宮店","POINT (136.813062 35.275)"
"八根有羅","POINT (135.416285 34.751809)"
"GOOD TIME COFFEE","POINT (135.7484363 34.9924811)"
"MONZEN-COFFEE","POINT (136.823709 35.194857)"
"VINCENT COFFEE HOUSE","POINT (137.180953 35.090527)"
"ヴァンカム","POINT (141.59879 42.638515)"
"アルファ","POINT (136.925303 35.077396)"
"喫茶・グリル飛騨","POINT (135.7923254 35.053625)"
"和カフェyusoshi chano‐ma 立川","POINT (139.414002 35.698111)"
"コーヒーチェリー","POINT (139.712246 35.608403)"
"コスタリカ","POINT (137.3783759 34.7416922)"
"愛慕利","POINT (136.19663 36.228536)"
"やまなみ珈琲店松茂店","POINT (134.5789146 34.143253)"
"スターバックス","POINT (141.351027 43.062947)"
"バッハ","POINT (139.800273 35.7268)"
"スターバックス","POINT (139.003222 37.880515)"
"ドトールコーヒーショップ エッソ嶋店","POINT (140.318607 38.289819)"
"CARAVAN COFFEE 元町店","POINT (139.647151 35.439732)"
"cafe Misaki","POINT (132.284833 33.954105)"
"喫茶 点線","POINT (135.7874885 35.0440363)"
"Starbucks","POINT (136.93035 35.17064)"
"EXCELSIOR CAFFÉ Barista","POINT (135.501449 34.669851)"
"キング珈琲","POINT (138.56978 35.658408)"
"コメダ珈琲蒲生四丁目西店","POINT (135.543302 34.700312)"
"乃亜","POINT (131.18137 34.364776)"
"カフェグラート","POINT (129.8855686 32.752849)"
"スターバックス","POINT (141.539805 43.114823)"
"コメダ珈琲広島宇品西店","POINT (132.459538 34.363079)"
"自家焙煎 珈琲工房 樽珈や","POINT (136.8448255 35.1623085)"
"ジョナサン豊洲店","POINT (139.796073 35.65372)"
"カフェハックベリー","POINT (141.565039 43.111919)"
"支留枇亜北名古屋店","POINT (136.8877878 35.2506902)"
"タリーズコーヒー 四条烏丸京都三井ビル店","POINT (135.760076 35.004026)"
"ケント","POINT (130.573784 32.433716)"
"百福豆珈琲","POINT (139.4040622 35.9586586)"
"ブルーボトルコーヒー","POINT (139.740721 35.629092)"
"珈琲屋らんぷ 時之島店","POINT (136.8480439 35.332329)"
"札幌市役所パーラーあおぞら","POINT (141.353571 43.062742)"
"ドトールコーヒーショップ 府中フォーリス店","POINT (139.479492 35.67074)"
"ドトールコーヒーショップLIVINオズ大泉店","POINT (139.595706 35.752734)"
"虎屋菓寮","POINT (139.624184 35.465412)"
"モクシャチャイ Moksha Chai","POINT (139.6944025 35.6473089)"
"マリン","POINT (139.862203 34.996293)"
"キャリコ","POINT (139.031653 37.917178)"
"喫茶小山","POINT (135.598342 34.575407)"
"リトルスタンド大名店","POINT (130.3950358 33.5861826)"
"珈琲屋らんぷ 北方店","POINT (136.692914 35.428454)"
"芙蓉","POINT (139.54384 35.704262)"
"R's Cafe","POINT (130.5399885 33.4507877)"
"団子茶屋郡上八幡","POINT (136.955304 35.747991)"
"Silver Lake Club+Tea","POINT (138.4670019 35.6083838)"
"Tamariba CAFE - 株式会社タツヲノコプロ","POINT (135.5070281 34.7066328)"
"クレチュール","POINT (139.096838 34.9333004)"
"Soran Berry","POINT (135.750879 34.9789113)"
"ナッティードレッド","POINT (130.156269 33.602137)"
"珈琲屋らんぷ 浜松高林店","POINT (137.7340722 34.7313322)"
"レスト&コーヒー ロゼ","POINT (134.076059 34.318633)"
"Roasters Coffee","POINT (135.513416 34.675572)"
"日塩もみじライン 峠の茶屋","POINT (139.747036 36.904194)"
"上島珈琲店 アリオ鷲宮店","POINT (139.661488 36.078692)"
"猫屋カフェ","POINT (130.4280264 33.4557261)"
"自家焙煎珈琲&ギャラリー　遊の丘","POINT (140.383 37.4)"
"ドトールコーヒーショップ 八戸駅店","POINT (141.432232 40.509499)"
"Starbucks","POINT (139.00735 36.39036)"
"お菓子とコーヒー研究室 ハマ ノ テlabo","POINT (135.4125399 34.8612619)"
"ドトールコーヒーショップ エミオ中村橋店","POINT (139.637445 35.736656)"
"茶房&織工房野の庭","POINT (141.681152 45.398259)"
"豆工房コーヒーロースト 相模原店","POINT (139.360918 35.558257)"
